file,class,method,variable,usage
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter$PieceStateRoster,"setActive/2[com.commonsware.cwac.merge.View,boolean]",active,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter$PieceStateRoster,"setActive/2[com.commonsware.cwac.merge.ListAdapter,boolean]",pieces,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter$PieceStateRoster,"setActive/2[com.commonsware.cwac.merge.ListAdapter,boolean]",active,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter$PieceStateRoster,getRawPieces/0,pieces,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter$PieceStateRoster,getPieces/0,pieces,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter$PieceStateRoster,getPieces/0,active,4
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter,"setActive/2[com.commonsware.cwac.merge.View,boolean]",pieces,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter,getPieces/0,pieces,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter,getItemViewType/1[int],pieces,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter,getViewTypeCount/0,pieces,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter,addAdapter/1[com.commonsware.cwac.merge.ListAdapter],pieces,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter,"setActive/2[com.commonsware.cwac.merge.ListAdapter,boolean]",pieces,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\OrientationUtil.java,com.devsmart.android.OrientationUtil,setListener/1[com.devsmart.android.OrientationUtil.OrientationListener],mListener,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\OrientationUtil.java,com.devsmart.android.OrientationUtil,getOrientation/0,mCurrentSide,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\OrientationUtil.java,com.devsmart.android.OrientationUtil,OrientationUtil/1[com.devsmart.android.Context],mSensorManager,3
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\OrientationUtil.java,com.devsmart.android.OrientationUtil,onSensorChanged/1[com.devsmart.android.SensorEvent],mCurrentSide,2
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\OrientationUtil.java,com.devsmart.android.OrientationUtil,onSensorChanged/1[com.devsmart.android.SensorEvent],mListener,2
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\OrientationUtil.java,com.devsmart.android.OrientationUtil,stop/0,mSensorManager,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\demo\src\com\devsmart\demo\HorizontalListViewDemo.java,com.devsmart.demo.HorizontalListViewDemo,onCreate/1[com.devsmart.demo.Bundle],mAdapter,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\demo\src\com\devsmart\demo\HorizontalListViewDemo.java,com.devsmart.demo.HorizontalListViewDemo$Anonymous1,"getView/3[int,com.devsmart.demo.View,com.devsmart.demo.ViewGroup]",mOnButtonClicked,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\loaderex\AbstractCursorLoader.java,com.commonsware.cwac.loaderex.AbstractCursorLoader,deliverResult/1[com.commonsware.cwac.loaderex.Cursor],lastCursor,2
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\loaderex\AbstractCursorLoader.java,com.commonsware.cwac.loaderex.AbstractCursorLoader,onStartLoading/0,lastCursor,3
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\loaderex\AbstractCursorLoader.java,com.commonsware.cwac.loaderex.AbstractCursorLoader,onReset/0,lastCursor,4
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragmentActivity.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragmentActivity,onPause/0,mHooks,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragmentActivity.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragmentActivity,onResume/0,mHooks,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragmentActivity.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragmentActivity,onSaveInstanceState/1[com.devsmart.android.ui.lifecycle.Bundle],mHooks,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragmentActivity.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragmentActivity,onDestroy/0,mHooks,2
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragmentActivity.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragmentActivity,onCreate/1[com.devsmart.android.ui.lifecycle.Bundle],mHooks,2
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragmentActivity.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragmentActivity,addLifecycleHook/1[com.devsmart.android.ui.lifecycle.LifecycleHook],mHooks,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragmentActivity.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragmentActivity,"onActivityResult/3[int,int,com.devsmart.android.ui.lifecycle.Intent]",mHooks,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\IOUtils.java,com.devsmart.android.IOUtils$ProgressBackgroundTask,"postProgress/3[int,int,java.lang.String]",mListener,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\IOUtils.java,com.devsmart.android.IOUtils$ProgressBackgroundTask,setProgressListener/1[com.devsmart.android.IOUtils.ProgressBackgroundTask.ProgressListener],mListener,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\demo\src\com\devsmart\demo\fragment\DemoFragment.java,com.devsmart.demo.fragment.DemoFragment,onAttach/1[com.devsmart.demo.fragment.Activity],mNavigationDelegate,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\mathutils\Quotient.java,com.devsmart.android.mathutils.Quotient,inverse/0,denominator,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\mathutils\Quotient.java,com.devsmart.android.mathutils.Quotient,inverse/0,numerator,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\mathutils\Quotient.java,com.devsmart.android.mathutils.Quotient,"Quotient/2[int,int]",numerator,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\mathutils\Quotient.java,com.devsmart.android.mathutils.Quotient,"Quotient/2[int,int]",denominator,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\mathutils\Quotient.java,com.devsmart.android.mathutils.Quotient,getDoubleValue/0,numerator,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\mathutils\Quotient.java,com.devsmart.android.mathutils.Quotient,getDoubleValue/0,denominator,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\EqualSpaceLayout.java,com.devsmart.android.ui.EqualSpaceLayout,setOrientation/1[int],mOrientation,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\EqualSpaceLayout.java,com.devsmart.android.ui.EqualSpaceLayout,"EqualSpaceLayout/2[com.devsmart.android.ui.Context,com.devsmart.android.ui.AttributeSet]",mOrientation,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\EqualSpaceLayout.java,com.devsmart.android.ui.EqualSpaceLayout,"onLayout/5[boolean,int,int,int,int]",mOrientation,4
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\EqualSpaceLayout.java,com.devsmart.android.ui.EqualSpaceLayout,"onLayout/5[boolean,int,int,int,int]",mMaxChildHeight,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\EqualSpaceLayout.java,com.devsmart.android.ui.EqualSpaceLayout,"onLayout/5[boolean,int,int,int,int]",mNumVisibleChildren,2
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\EqualSpaceLayout.java,com.devsmart.android.ui.EqualSpaceLayout,"onLayout/5[boolean,int,int,int,int]",mMaxChildWidth,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\EqualSpaceLayout.java,com.devsmart.android.ui.EqualSpaceLayout,"onMeasure/2[int,int]",mOrientation,4
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\EqualSpaceLayout.java,com.devsmart.android.ui.EqualSpaceLayout,"onMeasure/2[int,int]",mMaxChildHeight,5
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\EqualSpaceLayout.java,com.devsmart.android.ui.EqualSpaceLayout,"onMeasure/2[int,int]",mNumVisibleChildren,5
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\EqualSpaceLayout.java,com.devsmart.android.ui.EqualSpaceLayout,"onMeasure/2[int,int]",mMaxChildWidth,5
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\IOUtils.java,com.devsmart.android.IOUtils$BackgroundTask,run/0,mHandler,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\SimplePrefsStorage.java,com.devsmart.android.SimplePrefsStorage,clear/0,mPrefs,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\SimplePrefsStorage.java,com.devsmart.android.SimplePrefsStorage,save/1[com.devsmart.android.JSONObject],mPrefs,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\SimplePrefsStorage.java,com.devsmart.android.SimplePrefsStorage,save/1[com.devsmart.android.JSONObject],KEY_NAME,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\SimplePrefsStorage.java,com.devsmart.android.SimplePrefsStorage,SimplePrefsStorage/1[com.devsmart.android.Context],mPrefs,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\SimplePrefsStorage.java,com.devsmart.android.SimplePrefsStorage,SimplePrefsStorage/1[com.devsmart.android.Context],PREFS_NAME,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\SimplePrefsStorage.java,com.devsmart.android.SimplePrefsStorage,getData/0,mPrefs,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\SimplePrefsStorage.java,com.devsmart.android.SimplePrefsStorage,getData/0,KEY_NAME,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragment,onDetach/0,mHooks,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragment,"onActivityResult/3[int,int,com.devsmart.android.ui.lifecycle.Intent]",mHooks,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragment,addLifecycleHook/1[com.devsmart.android.ui.lifecycle.LifecycleHook],mHooks,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragment,onDestroy/0,mHooks,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragment,onResume/0,mHooks,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragment,onPause/0,mHooks,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragment,onCreate/1[com.devsmart.android.ui.lifecycle.Bundle],mHooks,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragment,onAttach/1[com.devsmart.android.ui.lifecycle.Activity],mHooks,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookFragment,onSaveInstanceState/1[com.devsmart.android.ui.lifecycle.Bundle],mHooks,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\activity\FragmentShellActivity.java,com.devsmart.android.activity.FragmentShellActivity,onCreate/1[com.devsmart.android.activity.Bundle],mBaseFragment,3
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\activity\FragmentShellActivity.java,com.devsmart.android.activity.FragmentShellActivity,onCreate/1[com.devsmart.android.activity.Bundle],EXTRA_FRAGMENTNAME,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\activity\FragmentShellActivity.java,com.devsmart.android.activity.FragmentShellActivity,onCreate/1[com.devsmart.android.activity.Bundle],EXTRA_FRAGMENTARGS,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\activity\FragmentShellActivity.java,com.devsmart.android.activity.FragmentShellActivity,onCreate/1[com.devsmart.android.activity.Bundle],EXTRA_ORIENTATION,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\activity\FragmentShellActivity.java,com.devsmart.android.activity.FragmentShellActivity,"createIntent/4[com.devsmart.android.activity.Context,java.lang.Class<?>,com.devsmart.android.activity.Bundle,int]",EXTRA_FRAGMENTNAME,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\activity\FragmentShellActivity.java,com.devsmart.android.activity.FragmentShellActivity,"createIntent/4[com.devsmart.android.activity.Context,java.lang.Class<?>,com.devsmart.android.activity.Bundle,int]",EXTRA_FRAGMENTARGS,1
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\activity\FragmentShellActivity.java,com.devsmart.android.activity.FragmentShellActivity,"createIntent/4[com.devsmart.android.activity.Context,java.lang.Class<?>,com.devsmart.android.activity.Bundle,int]",EXTRA_ORIENTATION,1
