file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\IteratorListView.java,com.devsmart.android.ui.IteratorListView,"setIteratorAdapter/2[java.util.ListIterator<T>,com.devsmart.android.ui.IteratorListView.ViewAdapter<T>]",false,57,2,0,0,0,2,3,10,0,0,2,3,0,0,1,0,0,0,0,2,4,0,1,0,0,0,12,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\IteratorListView.java,com.devsmart.android.ui.IteratorListView,"onMeasure/2[int,int]",false,175,1,0,0,0,4,9,12,0,4,2,9,0,0,1,0,0,0,0,3,5,2,2,0,0,0,18,4,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\IteratorListView.java,com.devsmart.android.ui.IteratorListView,onTouchEvent/1[com.devsmart.android.ui.MotionEvent],false,155,1,0,0,0,4,8,16,1,2,1,8,0,0,0,1,0,0,0,6,4,1,3,0,0,0,25,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\IteratorListView.java,com.devsmart.android.ui.IteratorListView,"IteratorListView/2[com.devsmart.android.ui.Context,com.devsmart.android.ui.AttributeSet]",true,47,3,1,0,1,1,1,4,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\IteratorListView.java,com.devsmart.android.ui.IteratorListView,"addAndMeasureChild/2[com.devsmart.android.ui.View,int]",false,261,2,2,2,0,2,6,8,0,1,2,6,0,0,0,1,0,0,0,0,2,0,1,0,0,0,14,2,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\IteratorListView.java,com.devsmart.android.ui.IteratorListView,removeNonVisibleItems/0,false,235,1,1,1,0,5,8,18,0,2,0,8,0,0,2,2,0,0,0,9,6,5,1,0,0,0,23,2,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\IteratorListView.java,com.devsmart.android.ui.IteratorListView,fillUp/0,false,315,2,4,1,3,5,9,22,1,2,0,9,3,1,1,1,0,0,0,5,5,1,2,0,0,0,24,2,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\IteratorListView.java,com.devsmart.android.ui.IteratorListView,seekTo/1[int],false,276,0,2,2,0,5,6,8,0,0,1,6,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,2,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\IteratorListView.java,com.devsmart.android.ui.IteratorListView,fillDown/0,false,286,2,4,1,3,5,10,22,1,3,0,10,3,1,1,1,0,0,0,4,5,2,2,0,0,0,25,2,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\IteratorListView.java,com.devsmart.android.ui.IteratorListView,positionItems/0,false,343,1,1,1,0,2,5,9,0,4,0,5,0,0,1,0,0,0,0,2,5,1,1,0,0,0,14,2,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\IteratorListView.java,com.devsmart.android.ui.IteratorListView,getView/1[java.lang.Object],false,271,2,3,2,1,1,2,4,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\IteratorListView.java,com.devsmart.android.ui.IteratorListView,"onLayout/5[boolean,int,int,int,int]",false,191,1,5,0,5,6,12,35,1,1,5,12,4,3,0,1,0,0,1,5,6,1,1,2,0,0,25,4,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\loaderex\ContentChangingTask.java,com.commonsware.cwac.loaderex.ContentChangingTask,onPostExecute/1[T3],false,30,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\loaderex\ContentChangingTask.java,com.commonsware.cwac.loaderex.ContentChangingTask,ContentChangingTask/1[com.commonsware.cwac.loaderex.Loader<?>],true,25,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\FragmentStateManager.java,com.devsmart.android.ui.lifecycle.FragmentStateManager,onResume/0,false,40,0,0,0,0,2,3,6,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\FragmentStateManager.java,com.devsmart.android.ui.lifecycle.FragmentStateManager,runWhenActive/1[java.lang.Runnable],false,62,0,0,0,0,3,4,8,0,0,1,4,0,0,1,1,0,0,0,0,0,0,2,0,0,0,7,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\FragmentStateManager.java,com.devsmart.android.ui.lifecycle.FragmentStateManager,getFragmentState/0,false,25,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\FragmentStateManager.java,com.devsmart.android.ui.lifecycle.FragmentStateManager,onCreate/1[com.devsmart.android.ui.lifecycle.Bundle],false,35,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\FragmentStateManager.java,com.devsmart.android.ui.lifecycle.FragmentStateManager,onAttach/1[com.devsmart.android.ui.lifecycle.Activity],false,30,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\FragmentStateManager.java,com.devsmart.android.ui.lifecycle.FragmentStateManager,onDetach/0,false,53,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\FragmentStateManager.java,com.devsmart.android.ui.lifecycle.FragmentStateManager,onDestroy/0,false,58,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\FragmentStateManager.java,com.devsmart.android.ui.lifecycle.FragmentStateManager,onPause/0,false,48,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookDialogFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookDialogFragment,onDetach/0,false,27,1,1,0,1,2,2,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookDialogFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookDialogFragment,"onActivityResult/3[int,int,com.devsmart.android.ui.lifecycle.Intent]",false,75,2,1,0,1,2,2,6,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookDialogFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookDialogFragment,addLifecycleHook/1[com.devsmart.android.ui.lifecycle.LifecycleHook],false,14,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookDialogFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookDialogFragment,onDestroy/0,false,43,1,1,0,1,2,2,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookDialogFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookDialogFragment,onResume/0,false,59,1,1,0,1,2,2,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookDialogFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookDialogFragment,onPause/0,false,51,1,1,0,1,2,2,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookDialogFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookDialogFragment,onCreate/1[com.devsmart.android.ui.lifecycle.Bundle],false,35,2,1,0,1,2,2,6,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookDialogFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookDialogFragment,onAttach/1[com.devsmart.android.ui.lifecycle.Activity],false,19,2,1,0,1,2,2,6,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ui\lifecycle\LifecycleHookDialogFragment.java,com.devsmart.android.ui.lifecycle.LifecycleHookDialogFragment,onSaveInstanceState/1[com.devsmart.android.ui.lifecycle.Bundle],false,67,2,1,0,1,2,2,6,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\demo\src\com\devsmart\demo\EqualSpaceLayoutDemo2.java,com.devsmart.demo.EqualSpaceLayoutDemo2,onCreate/1[com.devsmart.demo.Bundle],false,9,1,0,0,0,1,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\LightweightTimer.java,com.devsmart.android.LightweightTimer$Anonymous1,run/0,false,43,1,3,0,3,3,2,8,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,8,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\loaderex\SQLiteCursorLoader.java,com.commonsware.cwac.loaderex.SQLiteCursorLoader,"SQLiteCursorLoader/4[com.commonsware.cwac.loaderex.Context,com.commonsware.cwac.loaderex.SQLiteOpenHelper,java.lang.String,java.lang.String[]]",true,41,2,0,0,0,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,29,1,0,true
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\loaderex\SQLiteCursorLoader.java,com.commonsware.cwac.loaderex.SQLiteCursorLoader,"delete/3[java.lang.String,java.lang.String,java.lang.String[]]",false,90,1,1,0,1,1,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\loaderex\SQLiteCursorLoader.java,com.commonsware.cwac.loaderex.SQLiteCursorLoader,buildCursor/0,false,53,1,0,0,0,1,2,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,4,0,true
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\loaderex\SQLiteCursorLoader.java,com.commonsware.cwac.loaderex.SQLiteCursorLoader,"insert/3[java.lang.String,java.lang.String,com.commonsware.cwac.loaderex.ContentValues]",false,74,2,1,0,1,1,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\loaderex\SQLiteCursorLoader.java,com.commonsware.cwac.loaderex.SQLiteCursorLoader,"replace/3[java.lang.String,java.lang.String,com.commonsware.cwac.loaderex.ContentValues]",false,85,2,1,0,1,1,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\loaderex\SQLiteCursorLoader.java,com.commonsware.cwac.loaderex.SQLiteCursorLoader,"update/4[java.lang.String,com.commonsware.cwac.loaderex.ContentValues,java.lang.String,java.lang.String[]]",false,79,2,1,0,1,1,1,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\loaderex\SQLiteCursorLoader.java,com.commonsware.cwac.loaderex.SQLiteCursorLoader,"execSQL/2[java.lang.String,java.lang.Object[]]",false,94,1,1,0,1,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\loaderex\SQLiteCursorLoader.java,com.commonsware.cwac.loaderex.SQLiteCursorLoader,"dump/4[java.lang.String,java.io.FileDescriptor,java.io.PrintWriter,java.lang.String[]]",false,63,0,0,0,0,1,4,9,0,0,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,1,0,true
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\DbUtils.java,com.devsmart.android.DbUtils,"getLongCursorValue/3[com.devsmart.android.Cursor,java.lang.String,java.lang.Long]",false,31,1,0,0,0,2,2,11,1,2,3,2,0,0,0,1,0,0,0,1,4,0,1,0,0,0,9,9,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\DbUtils.java,com.devsmart.android.DbUtils,"getIntCursorValue/3[com.devsmart.android.Cursor,java.lang.String,java.lang.Integer]",false,42,1,0,0,0,2,2,11,1,2,3,2,0,0,0,1,0,0,0,1,4,0,1,0,0,0,10,9,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\DbUtils.java,com.devsmart.android.DbUtils,"executeAssetSQL/3[com.devsmart.android.SQLiteDatabase,com.devsmart.android.Resources,java.lang.String]",false,80,4,2,0,2,4,10,19,0,1,3,10,0,0,1,0,1,0,2,0,2,0,3,0,0,0,16,9,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\DbUtils.java,com.devsmart.android.DbUtils,"getStringCursorValue/3[com.devsmart.android.Cursor,java.lang.String,java.lang.String]",false,20,1,0,0,0,2,2,11,1,2,3,2,0,0,0,1,0,0,0,1,4,0,1,0,0,0,10,9,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\DbUtils.java,com.devsmart.android.DbUtils,"lookupSingleStringValue/6[com.devsmart.android.SQLiteDatabase,java.lang.String,java.lang.String,java.lang.String,java.lang.String[],java.lang.String]",false,67,2,0,0,0,2,4,13,1,2,6,4,0,0,0,0,1,0,0,1,3,0,2,0,0,0,14,9,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\DbUtils.java,com.devsmart.android.DbUtils,"updateOrInsert/5[com.devsmart.android.SQLiteDatabase,java.lang.String,com.devsmart.android.ContentValues,java.lang.String,java.lang.String[]]",false,99,2,0,0,0,2,5,15,1,1,5,5,0,0,0,1,1,0,0,2,3,0,2,0,0,0,10,9,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\DbUtils.java,com.devsmart.android.DbUtils,"lookupSingleStringValue/4[com.devsmart.android.Context,com.devsmart.android.Uri,java.lang.String,java.lang.String]",false,53,3,0,0,0,2,5,13,1,2,4,5,0,0,0,0,1,0,0,1,3,0,2,0,0,0,11,9,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter$PieceState,"PieceState/2[com.commonsware.cwac.merge.ListAdapter,boolean]",true,400,1,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\IOUtils.java,com.devsmart.android.IOUtils$ProgressBackgroundTask$Anonymous2,run/0,false,100,1,3,0,3,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\IOUtils.java,com.devsmart.android.IOUtils,"copyFile/2[java.io.File,java.io.File]",false,34,1,0,0,0,2,4,11,0,4,2,4,0,0,1,0,0,1,0,3,4,0,1,0,0,0,14,9,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\IOUtils.java,com.devsmart.android.IOUtils,toByteArray/1[java.io.InputStream],false,19,2,1,0,1,1,2,5,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,12,9,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\IOUtils.java,com.devsmart.android.IOUtils,"pumpStream/3[java.io.InputStream,java.io.OutputStream,com.devsmart.android.IOUtils.DataProgressCallback]",false,51,2,2,1,1,3,5,12,0,2,3,5,0,0,1,2,0,1,0,5,3,0,2,0,0,0,11,9,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\IOUtils.java,com.devsmart.android.IOUtils,getPhoneLogs/0,false,108,0,0,0,0,1,3,6,1,2,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,12,9,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\IOUtils.java,com.devsmart.android.IOUtils,"writeByteArrayToFile/2[java.io.File,byte[]]",false,25,1,0,0,0,1,2,9,0,1,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,13,9,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ServiceBinder.java,com.devsmart.android.ServiceBinder$Anonymous1,onServiceDisconnected/1[com.devsmart.android.ComponentName],false,68,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\devsmart\android\ServiceBinder.java,com.devsmart.android.ServiceBinder$Anonymous1,"onServiceConnected/2[com.devsmart.android.ComponentName,com.devsmart.android.IBinder]",false,45,4,0,0,0,5,8,19,0,2,2,8,0,0,1,1,1,0,3,0,4,0,3,0,0,0,21,1,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter$PieceStateRoster,add/1[com.commonsware.cwac.merge.ListAdapter],false,410,2,2,1,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter$PieceStateRoster,"setActive/2[com.commonsware.cwac.merge.View,boolean]",false,424,3,0,0,0,4,1,9,0,0,2,1,0,0,1,0,0,1,0,0,2,0,2,0,0,0,15,0,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter$PieceStateRoster,"setActive/2[com.commonsware.cwac.merge.ListAdapter,boolean]",false,414,1,2,2,0,3,0,9,0,0,2,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,12,0,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter$PieceStateRoster,getRawPieces/0,false,435,1,2,2,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter$PieceStateRoster,getPieces/0,false,439,1,1,1,0,4,1,11,1,0,0,1,0,0,1,1,0,1,0,0,1,0,3,0,0,0,8,0,0,false
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter,getCount/0,false,165,1,1,0,1,2,2,7,1,1,0,2,1,1,1,0,0,1,0,1,2,0,1,0,0,0,17,1,0,true
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter,getItemId/1[int],false,288,1,1,0,1,3,3,10,2,1,1,3,1,1,1,0,0,2,0,1,2,0,2,0,0,0,24,1,0,true
d:\repositorio_git\lab-experimentacao\LAB02\repos\DevsmartLib-Android\devsmartlib\src\com\commonsware\cwac\merge\MergeAdapter.java,com.commonsware.cwac.merge.MergeAdapter,getSections/0,false,360,3,1,0,1,6,5,17,2,2,0,5,1,1,2,2,0,3,0,3,2,0,4,0,0,0,13,1,0,false
